iter	Logloss
275	0.398757286
276	0.3987425035
277	0.3986666665
278	0.3986634952
279	0.398641589
280	0.3986246657
281	0.398617797
282	0.3986148205
283	0.3986064256
284	0.3986036275
285	0.3985380463
286	0.3985272434
287	0.3985204238
288	0.39846526
289	0.3984217965
290	0.3983525281
291	0.3983496787
292	0.3982031428
293	0.3981915852
294	0.3981566721
295	0.3981492355
296	0.3981467493
297	0.3981239441
298	0.3981027018
299	0.3980959834
300	0.3980894078
301	0.3980877451
302	0.3980277201
303	0.3980105449
304	0.3976612079
305	0.3975908551
306	0.3975738871
307	0.3975599723
308	0.3974680587
309	0.3974638027
310	0.3974624085
311	0.397443797
312	0.3974398165
313	0.3974217231
314	0.3974159745
315	0.397362958
316	0.39727717
317	0.3970773251
318	0.3970761635
319	0.3969858108
320	0.3969847333
321	0.396659875
322	0.3964209187
323	0.3963909073
324	0.3963208856
325	0.396313393
326	0.3962837258
327	0.39627635
328	0.396265173
329	0.3962592792
330	0.3960985676
331	0.3960954452
332	0.3960923794
333	0.396089408
334	0.3960601119
335	0.3960533052
336	0.3960392501
337	0.3959266782
338	0.3959222793
339	0.3958945135
340	0.3958810267
341	0.3956749484
342	0.3956651118
343	0.3956343852
344	0.3956338027
345	0.3956027869
346	0.3955726277
347	0.3955462537
348	0.395542188
349	0.3955327334
350	0.3955194552
351	0.3955189288
352	0.395508053
353	0.3954960462
354	0.3954711419
355	0.395470678
356	0.3954440031
357	0.3950746079
358	0.3947686456
359	0.3947439289
360	0.3947191594
361	0.3947080793
362	0.3946841111
363	0.3945510175
364	0.3945381599
365	0.3944093417
366	0.3944090385
367	0.3942669195
368	0.3942608312
369	0.3942605593
370	0.3942552031
371	0.3942279799
372	0.3942277367
373	0.3942021982
374	0.3941973454
375	0.3941970963
376	0.3941857084
377	0.3941839067
378	0.3936920156
379	0.3936863331
380	0.3936814204
381	0.3936740431
382	0.3935606573
383	0.3935588946
384	0.393535053
385	0.3935141835
386	0.3935139984
387	0.3934926188
388	0.3934924534
389	0.3934693469
390	0.3934691821
391	0.3934685918
392	0.3934684369
393	0.3934637534
394	0.393434646
395	0.3934309537
396	0.3934294187
397	0.3934226392
398	0.3933347325
399	0.3933122643
400	0.3931973382
401	0.3931959107
402	0.3931120472
403	0.3930615188
404	0.3930077672
405	0.3928889568
406	0.39286982
407	0.3928637931
408	0.3928624309
409	0.3928593989
410	0.3928509905
411	0.3928399448
412	0.3928398403
413	0.3926888746
414	0.3926682357
415	0.3926509349
416	0.392540896
417	0.3925367912
418	0.3925327666
419	0.3925300082
420	0.39252843
421	0.3925116127
422	0.3925112398
423	0.3924925615
424	0.3924303006
425	0.3924291254
426	0.3924205833
427	0.3924079183
428	0.3923981804
429	0.3923690829
430	0.3923380991
431	0.3922332183
432	0.3922322038
433	0.3922321453
434	0.3922320886
435	0.3922282759
436	0.3922222176
437	0.3922113221
438	0.3922022354
439	0.3920053445
440	0.3919985201
441	0.391957092
442	0.3918495312
443	0.3918458896
444	0.3918370977
445	0.3916274274
446	0.3916239794
447	0.3916239343
448	0.3916229743
449	0.391608183
450	0.3915754045
451	0.391572037
452	0.3915563628
453	0.3915555215
454	0.391555215
455	0.3915373301
456	0.3915350879
457	0.39152691
458	0.3915260347
459	0.3915260032
460	0.3915242208
461	0.3915169611
462	0.391516927
463	0.3915137605
464	0.3912701281
465	0.3911863597
466	0.3911855084
467	0.3911854816
468	0.3911670159
469	0.3911669913
470	0.3911669674
471	0.3911520688
472	0.3911375585
473	0.391131214
474	0.3911309661
475	0.391111928
476	0.3910977686
477	0.3910960842
478	0.3910960627
479	0.3910849567
480	0.3910849368
481	0.3910841808
482	0.3909794063
483	0.3909774198
484	0.3907800927
485	0.3907781018
486	0.3907780842
487	0.3907613767
488	0.3906603391
489	0.3904200359
490	0.3904066325
491	0.3903908189
492	0.3903901429
493	0.3903724508
494	0.3903596597
495	0.3903596463
496	0.3903577431
497	0.3903505273
498	0.3903437957
499	0.3903313685
500	0.3903313563
501	0.3903313503
502	0.3903313387
503	0.390330686
504	0.3903279206
505	0.3903279206
506	0.390288917
507	0.3902863263
508	0.3901943845
509	0.3901747622
510	0.3901747511
511	0.390170194
512	0.3901701822
513	0.3901487682
514	0.3901374352
515	0.3899632
516	0.3899614308
517	0.3899600429
518	0.3896692768
519	0.3896679685
520	0.3896679609
521	0.3896579206
522	0.3896569034
523	0.3894912264
524	0.3894910467
525	0.389465713
526	0.3894651503
527	0.3894543336
528	0.3894537846
529	0.3894468026
530	0.3894451994
531	0.3894451928
532	0.3894451865
533	0.3894359148
534	0.3894342565
535	0.3894329282
536	0.3894329205
537	0.3894312794
538	0.3894153548
539	0.3893995656
540	0.3893873729
541	0.3893850515
542	0.3893845467
543	0.3893671126
544	0.3893652192
545	0.3893601921
546	0.3893579679
547	0.3893557814
548	0.3893557788
549	0.3893557736
550	0.3893505503
551	0.3893487129
552	0.3893329498
553	0.3893324863
554	0.3893324817
555	0.389327786
556	0.3893182688
557	0.3893178261
558	0.3893173864
559	0.3893172233
560	0.3893150166
561	0.3893057793
562	0.3893037395
563	0.3892989004
564	0.3892914876
565	0.3892825155
566	0.3892821071
567	0.3892650738
568	0.3892565471
569	0.3892453378
570	0.3892420365
571	0.3892416481
572	0.3892347143
573	0.3892293594
574	0.3892255376
575	0.3892187553
576	0.3892149939
577	0.3889453156
578	0.3889387722
579	0.388934272
580	0.3889339272
581	0.3889269252
582	0.3889256575
583	0.3889116438
584	0.3888429245
585	0.3888426257
586	0.3888422742
587	0.3888018261
588	0.3888018261
589	0.3887997385
590	0.3887968397
591	0.3887947868
592	0.388793256
593	0.3887932508
594	0.3887897474
595	0.3887779916
596	0.3887752259
597	0.3887652913
598	0.3887643667
599	0.3887643641
600	0.3887623165
601	0.3887558088
602	0.3887546677
603	0.3887528796
604	0.3887509428
605	0.3887477418
606	0.3887432414
607	0.3887298164
608	0.3887258031
609	0.3887088904
610	0.3887088859
611	0.3887087737
612	0.3886991335
613	0.3886935068
614	0.3886935024
615	0.3886935001
616	0.3886901306
617	0.3886864431
618	0.3886861475
619	0.3886843859
620	0.3886840929
621	0.3886838015
622	0.3886812784
623	0.3886802383
624	0.3886799501
625	0.3886796635
626	0.3886767068
627	0.3886767051
628	0.3886749809
629	0.3886734387
630	0.3886733336
631	0.388670885
632	0.3886434185
633	0.3886424034
634	0.3886399684
635	0.3886198602
636	0.3886195711
637	0.3885876198
638	0.3885873512
639	0.3885873482
640	0.3885048341
641	0.388504831
642	0.3885010809
643	0.3885010673
644	0.3885008052
645	0.3884208689
646	0.3884201073
647	0.3884201042
648	0.3884191366
649	0.3884103483
650	0.388409598
651	0.3884047075
652	0.3883999371
653	0.3883898785
654	0.3883806856
655	0.3883799717
656	0.3883754881
657	0.3883419334
658	0.38825215
659	0.3882521496
660	0.388247701
661	0.3882459832
662	0.3882452955
663	0.3882452912
664	0.3882452909
665	0.3882452898
666	0.3882328511
667	0.3882326177
668	0.3882326137
669	0.3882317189
670	0.3882275237
671	0.3882266421
672	0.3882265559
673	0.3882231026
674	0.388217591
675	0.3882076117
676	0.3882073877
677	0.3882073844
678	0.3882071616
679	0.3882065135
680	0.3882046536
681	0.3882046502
682	0.388204647
683	0.3882007788
684	0.38820056
685	0.3882005598
686	0.3881953861
687	0.3881953835
688	0.3881937731
689	0.3881935587
690	0.3881929348
691	0.3881697366
692	0.3881648447
693	0.3881648415
694	0.388160329
695	0.3881579292
696	0.3881542758
697	0.3881507127
698	0.3881507094
699	0.3881507061
700	0.3881463569
701	0.3881463569
702	0.3881463569
703	0.3881447133
704	0.3881447101
705	0.3881445107
706	0.3881445077
707	0.3881428842
708	0.3881412904
709	0.3881412874
710	0.3881401883
711	0.3881401857
712	0.3881393932
713	0.3880653383
714	0.3880652377
715	0.3880643864
716	0.3880607523
717	0.3880607508
718	0.3880585395
719	0.3880579854
720	0.3880578946
721	0.3880578931
722	0.3880545656
723	0.3880531318
724	0.3880530211
725	0.3880524744
726	0.3880509013
727	0.3880508998
728	0.388019475
729	0.3880192886
730	0.388019103
731	0.3880190851
732	0.3880189004
733	0.388012411
734	0.3880111538
735	0.3880104089
736	0.388009022
737	0.3880069227
738	0.3880067434
739	0.3880052185
740	0.3880015254
741	0.3880001588
742	0.3880001571
743	0.3879970381
744	0.3879962112
745	0.387994745
746	0.3879945982
747	0.387993861
748	0.3879938594
749	0.3879919645
750	0.3879905134
751	0.3879891937
752	0.3879880414
753	0.3879880401
754	0.3879838904
755	0.3879838888
756	0.3879837724
757	0.3879806922
758	0.3879806907
759	0.3879794049
760	0.3879763816
761	0.3879734328
762	0.387973268
763	0.3879732663
764	0.3879731273
765	0.3879731258
766	0.387969516
767	0.3879695145
768	0.3879687926
769	0.3879687911
770	0.3879674497
771	0.3879656567
772	0.3879625311
773	0.3879625308
774	0.3879612124
775	0.3879599812
776	0.3879599808
777	0.3879284815
778	0.3879284545
779	0.3879258124
780	0.3879230113
781	0.3879221466
782	0.3879214875
783	0.3879210794
784	0.387921078
785	0.387921078
786	0.387918325
787	0.3879170672
